id,modo,fecha,torneo,jornada,equipo,rival,condicion,nivel_dato,F,C,P,S,IE,p_echada,p_fractura,p_gol_fractura,riesgo_compuesto,tipo_modal,ventana_modal,se_echo,minuto_real,tipo_real,se_partio,gol_en_echada,minuto_gol,resultado,banda_acertada,ventana_error,tipo_acertado,compuertas_operadas,ise,p_sobreexposicion,p_gol_sobreexposicion,se_expuso,gol_en_sobreexposicion,esquema_P,IE_recomputado_esquema6,estado_recomputo_esq6,leccion,modo_evaluacion,estado_marcador,IE_recomputado_v015,seleccion,acierto_no_testeado,IE_recomputado_v017,IE_recomputado_motor,clase_caso,gol_del_partido,gol_del_tramo_final,XI_confirmado
TDE-024,RETRO,2026-08-10,Liga de Primera Chile 2026,F18,Nublense,Audax Italiano,V,B,0.375,0.00,0.33,0.50,3.0,20,18,55,2.0,ECHADA-VOL,75-90,no,,repliegue controlado,no,no,90+10,empato 2-2 de visitante,si,ver hueco 90 mas,si,"compuerta 1 evaluada y NO activada (P1a igual a 0.5) - compuerta 2 ACTIVADA (C1 igual a 0 topea S2 en 0.5) - compuerta 3 evaluada y NO activada (P4 igual a 0, ambiente sano) - regla n/a de S3 APLICADA (F4 igual a 0 y C1 igual a 0, S promediado sobre S1 y S2) - regla de asimetria verificada contra TDE-023 - advertencia de escala completa ACTIVA",1.7,15,55,no,no,6ind,3.0,hecho,"RETRO CIEGO: NO acredita credito predictivo. IE 3.0 e ISE 1.7, los dos indices mas bajos del registro para un mismo equipo. SEXTA confirmacion de la leccion de TDE-001, TDE-011, TDE-013, TDE-015 y TDE-022: repliegue entrenado con C1 igual a 0 y rodaje suficiente sostiene el tramo final y manda P(fractura) a la banda baja. El 3-5-2 de Ribera lleva rodaje continuo desde febrero, C1, C2 y C3 los tres en 0, bloque C igual a 0.00, primer bloque C en cero limpio del registro. Con C1 igual a 0 esto NO es una echada sino un bloque bajo estructural ejecutado a proposito, y el modulo debe reportar riesgo bajo aunque la altura de linea sea identica. Distincion central del skill respetada. COMPUERTA 2 ACTIVADA (C1 igual a 0 topea S2 en 0.5) - REGLA n/a DE S3 APLICADA porque F4 igual a 0 y C1 igual a 0, S promediado sobre S1 y S2 - compuerta 1 evaluada y NO activada (P1a igual a 0.5) - compuerta 3 evaluada y NO activada (P4 igual a 0, ambiente sano). REGLA DE ASIMETRIA CUMPLIDA: Audax por sobreexposicion y Nublense por echada voluntaria, vias distintas en equipos distintos, que es lo que la rubrica espera de un cruce. S1 puntuado 0.5 y no 1 pese al antecedente de 23 faltas en el H2H de febrero: una sola observacion no sostiene el criterio de 15 mas faltas por partido de la rubrica. Se declara la duda porque S1 es el unico indicador que puede invalidar el resto (disciplina 16) y esta subponderado hasta la irrelevancia (candidato abierto desde v0.1.6). Con S1 igual a 1 el bloque S sube a 0.75 y el IE de 3.0 a 3.2, sin cambio de banda. F1 igual a 0.5 por rotacion voluntaria de los dos delanteros nominales (Jeraldino y Tapia fuera de los 18) tres dias despues de la Copa Chile, heredado del F4 del EFE de la sesion. F2 igual a 0.5 con 6 dias de calendario mas viaje Chillan-Santiago sin cambio de altitud, y proximo etiquetado duro por el motor (UNI L mu 1.81 5d), campo valido pese a la contaminacion del snapshot. CIERRE: Nublense NO se partio. Replegó ordenado, metio un central al 67 y cerro con doble cambio al 93. Concedio penal por falta dentro del area en el minuto 102: repliegue controlado que comete falta, NO fractura. La distincion importa porque un cierre perezoso la registraria como echada confirmada y contaminaria la tasa. REGLA DE INTERACCION ENTRE VIAS declarada y SIN coeficiente: Nublense administra por identidad, 7 empates en 16 fechas, lo que en principio cancela parte de la sobreexposicion de Audax. Aca no la cancelo del todo, Audax concedio en el tramo. Tercer caso con la interaccion observada y sigue con los dos signos, la prohibicion estructural de la disciplina 14 se mantiene. MISMO HUECO DE VENTANA 90 MAS QUE TDE-023: los dos goles del tramo cayeron fuera de las seis ventanas de la rubrica. Ver la anotacion completa en la leccion de TDE-023, incluida la observacion no medida sobre densidad de goles en tiempo anadido en Liga MX.",PRE,,3.0,ciega,no,3.0,,normal,,,
TDE-025,PRE,2026-08-13,Copa Sudamericana 2026,Octavos ida,Cienciano,Botafogo,L,B,0.667,0.667,0.583,0.667,6.5,58,48,60,16.7,SOB,75-90,no,,rama abandonada - marcador resuelto al minuto 30,no,no,,gano 6-1 de local,n/a rama abandonada,n/a rama abandonada,n/a rama abandonada,"compuerta 1 evaluada y NO activada (P1a igual a 1 tras el motor) - compuerta 2 NO aplica (C1 igual a 1) - compuerta 3 APLICADA con desdoble (P4 igual a 0.5, sancion al DT sin efecto en vestuario) - regla n/a de S3 NO aplica (F4 igual a 1) - regla especial F NO aplica - regla de adelanto por S3 con P1a igual a 1: tipo secundario ECHADA-PSI y adelanto de una sola ventana, 45-60 - regla de asimetria verificada contra TDE-026 - advertencia de escala completa ACTIVA - advertencia de banda 5-7 ACTIVA en el borde (6.96)",8.3,75,58,no,no,6ind,6.5,hecho,"PRE declarado antes del pitazo. NO acredita ni desacredita: clase rama_abandonada. Cienciano se puso 1-0 al minuto 18 y 3-0 al 30, y el escenario que el ISE 8.3 describia -0-0 estirado pasado el 65 con los dos laterales arriba- NUNCA se presento. SOB1 se anulo a los 18 minutos. La fila no puede contarse como acierto (el equipo no se expuso) ni como fallo (nunca hubo ocasion de exponerse): es acierto_no_testeado de manual, disciplina 17. RECONCILIACION CON EL MOTOR antes del partido: F2 de sin dato a 1 (siguiente partido a 2d, proximos etiquetados duro 1.15) y P1a de 0.5 cualitativo a 1 (mu 1.43 contra 1.31, localia peruana corregida a 1.778, margen 0.468 sobre umbral 0.30). IE declarado 6.5, recomputado 6.96. Filas declaradas intactas. P1a CUALITATIVO FALLO: se puntuo 0.5 por escenario abierto y el numero decia 1. Ver disciplina 26. LO QUE SI ACERTO Y NO ES DEL TDE: la via de gol primaria declarada en el M2 del DTP -centro al area contra un arquero sin partidos en la categoria ni experiencia en altura- produjo 4 de los 6 goles (18 cabezazo tras centro de Hohberg, 20 segunda jugada tras pase de cabeza de Amondarain, 30 error directo de Warleson, 78 cabezazo tras centro de Souza). El mismatch nombrado en el mapa de duelos fue el mecanismo literal del partido. Eso valida B6, F2c y GK-DOWNGRADE del EFE y el M2 del DTP, no el TDE. FACTOR-X funciono como esta disenado: Succar declarado como variable no capturada por las K por reemplazar al goleador suspendido, hat-trick. No predijo; amplio el rango, y el rango se materializo al alza.",PRE,,6.5,ciega,si,6.5,6.96,rama_abandonada,,,
TDE-026,PRE,2026-08-13,Copa Sudamericana 2026,Octavos ida,Botafogo,Cienciano,V,B,0.167,0.667,0.583,0.500,4.4,38,48,48,8.8,ECHADA-VOL,75-90,no,,"roto temprano - 4 goles antes del 36, no echada",si pero no por echada,no,62 y 78 concedidos por sobreexposicion propia,perdio 1-6 de visitante,n/a rama abandonada,"0 ventanas en las dos lecturas, sin credito por rama abandonada",no,"compuerta 1 ACTIVADA SIN EFECTO NUMERICO (P1a igual a 0 topea P en 0.5 y el promedio ya daba 0.5, igual que TDE-022) - compuerta 2 NO aplica (C1 igual a 1) - compuerta 3 APLICADA con desdoble (P4 igual a 0.5, recuperacion judicial sin impago) - regla n/a de S3 NO aplica (C1 igual a 1) - advertencia de escala completa ACTIVA - advertencia de banda 5-7 PASA A ACTIVA tras el motor (4.95)",1.7,15,45,si tras el 4-1,si (62 y 78),6ind,4.4,hecho,"PRE declarado antes del pitazo. NO acredita ni desacredita: clase rama_abandonada. NO SE ECHO: SE ROMPIO. Concedio 4 goles antes del minuto 36, y la disciplina 3 es explicita en que un equipo goleado no esta replegado sino roto. El estado dejo de ser echada a los 30 minutos, asi que el ECHADA-VOL declarado para la ventana 75-90 nunca tuvo escenario. NO entra al numerador de echadas ciegas observadas, que sigue en 1. Contarlo inflaria la tasa con un caso que por definicion del propio skill no es una echada. OBSERVACION SIN CREDITO: los goles del tramo cayeron al 62 y al 78, dentro de la ventana secundaria 60-75 y de la modal 75-90. Las dos ventanas coincidieron y el tipo fue errado. No se computa como acierto de ventana porque la rama estaba abandonada, pero se anota porque el sesgo tardio del registro lleva seis casos consecutivos y este no lo agrava. MECANISMO REAL: sobreexposicion del que pierde. Botafogo descuenta al 49 de tiro libre -la via 1 declarada para el, con ejecutor equivocado porque Alex Telles no fue titular-, se vuelca, mete a Santiago Rodriguez y Edenilson al 64, y concede al 62 y al 78. Su ISE declarado era 1.7 con SOB1 igual a 0 porque le servia el empate; a los 30 minutos SOB1 pasaba a 1 y el modulo NO tiene mecanismo para reasignar la via cuando el marcador se da vuelta temprano. Hueco declarado, ver disciplina 24. RECONCILIACION CON EL MOTOR: F2 de sin dato a 1 (2d al siguiente partido mas viaje Rio-Cusco de 0 a 3400 msnm) y P1a de 0.5 a 0 (mu 1.31 contra 1.778 corregido, margen mayor a 0.30), lo que activo la compuerta 1 SIN efecto numerico -el promedio del bloque P ya daba 0.5-, misma configuracion que TDE-022. IE declarado 4.4, recomputado 4.95. XI DECLARADO INCORRECTO EN LA APERTURA: se dio por titulares a Alex Telles y Arthur Cabral y jugaron Marcal y Kadir Barria. La via 1 de gol de Botafogo (tiro libre de Telles) y su referencia de area no estaban en cancha, y el mapa de duelos M2 asigno un mismatch -Cabello contra Telles- que no existio. Fuente de XI probable de prensa peruana para club brasileno que viaja a altura: no fiable, verificar contra fuente brasilena. D3 IMPORTADO SIN CONTEXTO: P2 se puntuo 0.5 heredando el D3 parcial del EFE, sustentado en 4 partidos sin perder en el Brasileirao al nivel del mar. Se aplico a una eliminatoria continental a 3400 msnm. Ver disciplina 25.",PRE,,4.4,ciega,no,4.4,4.95,rama_abandonada,,,
TDE-029,PRE,2026-08-14,Liga Profesional Clausura 2026,F5,Racing Club,Banfield,L,B,0.875,0.833,0.833,0.167,7.30,70-90%,55-70%,50-65%,0.29,SOB,75-90,no,,SOB sin castigo,no,no,,0-1,"si (36% declarado, evento no ocurrido)",n/a - sin gol en el tramo final,"si - se expuso, no concedio",C3 (P4=0.5); C2 no opero (C1=1),8.33,70-90%,40-50%,si - 65 min empujando tras el 0-1,no,6ind,,no_requiere,"Premisa declarada (no estar en ventaja al 70) se cumplio, asi que la fila se cierra como normal y se expone a falsacion en vez de refugiarse en rama_abandonada pese a la condicion de abandono escrita por partido. Se expuso sin ser castigado: 5 situaciones claras generadas, 0 goles, 0 concedidos en el tramo. La via 2 fue la correcta y el 36% no se materializo.",PRE,,,ciega,no,,7.30,normal,Machado 25 (rebote de travesano tras cabezazo de Pais),ninguno,si - XI declarado = XI real
TDE-030,PRE,2026-08-14,Liga Profesional Clausura 2026,F5,Banfield,Racing Club,V,B,0.500,0.500,0.500,0.500,5.00,45-70%,25-40%,40-50%,0.08,ECHADA-VOL,75-90,si,25,ECHADA-VOL,no - nunca se desordeno,no,,1-0,excluida - rama_abandonada,excluida - sufrio en 75-90 sin conceder,"si en mecanismo, sobre premisa invertida","C1 (P1a=0, sin cambio); C2 (C1=0.5, sin cambio); C3 (P4=1); regla n/a de S3",3.33,25-45%,25-35%,no,no,6ind,,no_requiere,"Premisa invertida al minuto 25: P1a pasa de 0 a 1 y la compuerta 1 se aplico sobre un supuesto que dejo de valer a los 25 minutos. Ademas F1 se puntuo 1 (cero rotaciones) sobre un XI proyectado que resulto falso: nueve cambios tras el levantamiento de inhibiciones horas antes. C2, P2 y SOB2 apoyados en la misma lista. Excluida de toda metrica de frecuencia.",PRE,,,ciega,no,,5.00,rama_abandonada,"Machado 25 - refuerzo debutante, unica chance clara del equipo",ninguno concedido,"NO - 9 cambios respecto del XI proyectado; Sanguinetti al banco, Santilli al arco"
TDE-031,RETRO,2026-08-15,Torneo Clausura 2026 Paraguay,F5,Guarani,Rubio Nu,L,B,0.625,0.500,0.917,0.500,6.42,60,40,45,10.8,SOB,75-90,no,,SOB - persiguio desde el 0-3 con 68% de posesion,no,no,,perdio 2-3 de local,"n/a - caso contaminado, seleccion post_resultado",n/a - no concedio en el tramo final; convirtio al 66 y al 78,"si en mecanismo (SOB), SIN CREDITO por contaminacion","compuerta 1 NO opero (P1a=1) - compuerta 2 NO aplica (C1=1) - compuerta 3 APLICADA con desdoble (P4=1, crisis que toca al plantel: capitan apartado y cruce de vestuario) - regla n/a de S3 NO aplica (C1=1) - regla especial F NO aplica (F1=0) - advertencia de escala completa ACTIVA - advertencia de banda 5-7 ACTIVA - bandera ARQUERO-NUEVO ACTIVA (agravante declarado sobre p_fractura, sin coeficiente)",10.0,78,45,si - los 45 minutos finales persiguiendo,no,6ind,,no_requiere,"CASO CONTAMINADO. La busqueda del XI confirmado devolvio el marcador antes de puntuar el primer indicador. NO acredita ni desacredita: seleccion post_resultado, excluido de toda metrica de frecuencia, banda, ventana y Brier. VIA CORRECTA, SIN CREDITO: el tipo modal SOB describio bien el mecanismo - Guarani persiguio con 68% de posesion y un solo pivote - pero el 35% de riesgo compuesto de la via 2 no se materializo en gol concedido, que es lo que pasa el 65% de las veces. RECONCILIACION CON EL MOTOR: F2 de sin dato a 1 (3 dias entre la Copa Paraguay del 12 y este partido, dato de fixture nivel B, el motor no trae la tarjeta de proximos de Guarani), bloque F de 0.500 a 0.625, IE de 5.98 a 6.42. La caja de sensibilidad publicada anticipaba 5.54 a 6.42 y el recomputado cayo en el extremo superior EXACTO: segundo caso consecutivo a favor de declarar el hueco y publicar el rango, ver disciplina 32. P1a CONFIRMADO POR EL MOTOR: mu 1.98 contra 0.80, margen 1.35, mas de cuatro veces el umbral de 0.30; corregido por localia sudamericana el margen se ensancha. Primera coincidencia del P1a cualitativo con el motor en los dos equipos del mismo cruce, credito para el procedimiento de la disciplina 26 y no para el ojo. GAP NO USADO: el motor daba gap +0.10 equilibrio para Guarani y +0.91 fuerte para Rubio Nu; la disciplina 12 lo bloquea, horizonte de 5 partidos contra una ventana de 15 minutos. SNAPSHOT VERIFICADO LIMPIO: la tira de forma de ultimos 5 (1.40 pts) no incluye este partido. HALLAZGO DE RUBRICA: la bandera ARQUERO-NUEVO nace de esta fila. El arquero titular y capitan Gaspar Servio fue apartado del plantel por conflicto interno tras la eliminacion de Copa Paraguay ante Sportivo Iteno (Primera B) cuatro dias antes, y debuto Antonino Martinez. C2 mide coordinacion linea-volantes y no cubre el arco; hubo que subir p_fractura dentro de la banda y explicarlo en prosa.",RETRO,,,post_resultado,no,,6.42,normal,C. Gimenez 45 (asistencia V. Cabanas),"ninguno concedido - convirtio J.M. Garcia 66 y Anasco 78, ambos asistidos por Cespedes",si - XI declarado = XI real
TDE-032,RETRO,2026-08-15,Torneo Clausura 2026 Paraguay,F5,Rubio Nu,Guarani,V,C,0.500,1.000,0.500,0.667,6.47,60,65,50,19.5,ECHADA-SUP,30-45,si,54,"ECHADA-VOL sobre ventaja inesperada, no ECHADA-SUP","parcialmente - concedio dos, sostuvo el tercero hasta el 90+6",si,66 y 78,gano 3-2 de visitante,"n/a - caso contaminado, seleccion post_resultado","ANOTADO Y NO COMPUTADO - declarada 30-45, real 60-75 y 75-90 (error +2 y +3, direccion TEMPRANA). Seria el primer error temprano del registro tras seis tardios consecutivos. No se computa: contaminacion.",no - se declaro ECHADA-SUP por la regla de adelanto y el mecanismo real fue ECHADA-VOL sobre ventaja obtenida,"compuerta 1 ACTIVADA CON EFECTO NUMERICO (P1a=0 topea el bloque P de 0.583 a 0.5, IE de 6.67 a 6.47) - compuerta 2 NO aplica (C1=1) - compuerta 3 APLICADA con desdoble (P4=1, cese del DT en la semana) - regla n/a de S3 NO aplica (exige F4=0 Y C1=0, y C1=1) - regla de adelanto por S3 APLICADA (S3=1 con P1a=0, tipo ECHADA-SUP y adelanto de dos ventanas) - advertencia de escala completa ACTIVA - advertencia de banda 5-7 ACTIVA",3.33,32,45,no,no,6ind,,no_requiere,"CASO CONTAMINADO, seleccion post_resultado, excluido de toda metrica. SE CIERRA COMO normal Y NO COMO rama_abandonada, pese a que la premisa de la fila (P1a=0, no tiene nada que proteger, compuerta 1 activada con efecto) se INVIRTIO al minuto 45. Disciplina 27: cuando una fila queda a caballo entre las dos lecturas se cierra como normal y se expone a la falsacion, porque rama_abandonada excluye de las metricas y usarla de mas blinda filas. Ademas la via declarada SI se materializo: el equipo replego tras el 3-0 y concedio dos en el tramo final, que es exactamente lo que la via 1 describia. Lo que fallo fue el TIPO (ECHADA-VOL sobre ventaja, no ECHADA-SUP) y la VENTANA. F1 Y C2 DECLARADOS SIN DATO por cambio de entrenador tres dias antes: Javier Torrente acordo el 12.08 tras el cese de Felipe Giménez, y las listas de probables reflejaban el habito del DT saliente. Es la extension de la disciplina 28 que esta fila motiva, ver disciplina 30. El bloque F quedo con dos de cuatro indicadores y su rango va de 5.59 a 7.35: es el unico caso del registro donde el hueco de datos hace CRUZAR la banda por arriba, y por eso la caja de sensibilidad pasa a obligatoria. P1a CONFIRMADO POR EL MOTOR: mu 0.80 contra 1.98, el mas bajo por mas de 0.30. F2 = 0.5 con el motor: proximo rival mu 0.48 etiquetado duro pero a 10 dias, tension declarada entre la etiqueta que empuja arriba y la separacion que elimina el incentivo a reservarse. SOB1 = 0.5 CON CONTRADICCION DECLARADA: P1c=1 (descenso mas cese) empuja el criterio a 1, la tabla (visitante al que el empate le sirve) empuja a 0. Candidato de rubrica abierto.",RETRO,,,post_resultado,no,,6.47,normal,C. Gimenez 45 (asistencia V. Cabanas),concedidos 66 (J.M. Garcia) y 78 (Anasco); penal anulado por VAR a favor al 88,"si - XI declarado = XI real, pero declarado sin dato en F1 por falta de los XI previos"
TDE-033,CERRADO,2026-08-16,Liga Profesional Argentina Clausura,F5,Sarmiento de Junin,Huracan,local,motor+web,0.25,0.50,0.333,0.50,3.73,35%,38%,80%,10.6%,SOB,75-90,no,,ninguno,no,no,,Sarmiento 2-0 Huracan,no computable,no computable,no computable,Compuerta 1 EVALUADA y NO activada (P1a=0.5) - Compuerta 2 ACTIVADA (C1=0.5 topea S2 en 0.5; sin efecto numerico) - Compuerta 3 aplicada (P4=0) - regla n/a de S3 NO aplica (C1=0.5) - regla especial F NO aplica,5.0,35%,50%,no,no,6ind,3.73,hecho,PREMISA ROTA SEGUN LO PRE-DECLARADO. La condicion de abandono se escribio por via y nombrando la premisa - Sarmiento no esta en ventaja al minuto 70 - y Sarmiento fue ganador desde el 30 con el gol de Marabel. La fila se abandona en su via SOB tal como estaba escrito y el mecanismo migra a ECHADA-PSI. NO SE ECHO Y ADEMAS AMPLIO: el 2-0 lo hizo Lucas Suarez a los 86 con asistencia del suplente Gaston Gonzalez; un lateral izquierdo convirtiendo a los 86 es lo contrario de un equipo replegado. C3 SUMA UNA TERCERA VENTAJA SOSTENIDA en el Clausura. VALIDACION DEL PROCEDIMIENTO NO DEL OJO: lo que funciono fue la disciplina 27 - escribir la condicion por via y nombrando la premisa - no la estimacion. Excluida de toda metrica de frecuencia.,PRE,,,ciega,,,,rama_abandonada,Marabel 30,Suarez 86,NO en la declaracion - confirmado despues: Elian Gimenez por Zabala; Zabala ausente del banco
TDE-034,CERRADO,2026-08-16,Liga Profesional Argentina Clausura,F5,Huracan,Sarmiento de Junin,visitante,motor+web,0.25,0.667,0.25,0.50,3.92,35%,50%,70%,12.3%,SOB,75-90,no,,ECHADA-NUM + SOB compuestos,no,no,86,Huracan 0-2 Sarmiento,si (no se echo),0 ventanas (NO COMPUTABLE),parcial (NO COMPUTABLE),Compuerta 1 EVALUADA y NO activada (P1a=0.5) - Compuerta 2 NO activada (C1=1) - Compuerta 3 aplicada (P4=0) - regla n/a de S3 NO aplica (F4=0.5) - regla de adelanto por S3 NO aplica (S3=0),5.0,35%,35%,si,si,6ind,3.92,hecho,"VIA 1 COMPUTABLE Y CORRECTA: se declaro 35% de echada y Huracan no se echo en ningun momento. VIA 2 ACERTADA Y NO COMPUTABLE: se declaro SOB con ventana 75-90 y el gol del tramo final cayo al 86 - error de cero ventanas - pero a los 66 Jordy Caicedo fue expulsado por conducta violenta y la disciplina 24 prohibe cobrar el acierto de ventana cuando entra un mecanismo que la fila no declaro. Se registra como acierto no computado y se declina el credito. HALLAZGO MAYOR - LA DISCIPLINA 16 ESTA MAL ESPECIFICADA: dice que un equipo con un hombre menos y en desventaja no compra riesgo sino que lo evita y que el ISE debe leerse como anulado. Huracan quedo con diez y perdiendo 0-1 al minuto 66 y no pudo evitar nada: siguio persiguiendo obligado y concedio a los 86. La regla nacio de TDE-019 donde el expulsado iba empatando y podia elegir resistir. CANDIDATO DECLARADO Y NO APLICADO: desdoblar la disciplina 16 por marcador al momento de la roja - roja yendo empatado o ganando migra a ECHADA-NUM con ISE anulado; roja yendo perdiendo NO anula el ISE sino que lo agrava porque el equipo no puede dejar de perseguir. Un solo caso: no entra. S1 ACERTO EN EL INDICADOR Y FALLO EN EL MECANISMO: se puntuo 1 citando tres expulsiones previas en la temporada y llego la cuarta, pero se nombro a Lescano como agravante por ser lateral improvisado con antecedente y la roja fue de Caicedo por conducta violenta - la rubrica de S1 esta redactada sobre faltas y corte tactico y no describe la violencia. Es el mismo defecto ya declarado de S1. AGRAVANTE NO MODELADO: el expulsado era el goleador del torneo y la unica referencia de area, con el equipo necesitando dos goles.",PRE,,,ciega,si (via 2),,,normal,Marabel 30,Suarez 86,NO en la declaracion - confirmado despues: Lescano de lateral izquierdo y Palazzo de central; Gil sustituido por O. Romero al minuto 9
TDE-043,DECLARADO,2026-08-23,Liga 1 Peru Clausura,F6,Sport Boys,Cienciano,L,A,0.50-0.75,0.500,0.583,0.500,5.20-6.08,52%,38%,60%,11.9%,ECHADA-PSI,60-75 (secundaria SOB 75-90),no,,n/a - partido resuelto antes del descanso,no,no,,gano 5-1 de local; recibio al 14 y metio 3 antes del entretiempo,n/a rama abandonada,n/a rama abandonada,n/a rama abandonada,compuerta 1 evaluada NO activa (P1a=1); compuerta 2 ACTIVA (C1=0.5 topea S2) sin efecto numerico porque S2=0; compuerta 3 aplicada (P4=0.5),3.33,30%,45% (35 con rival administrando / 48 sin),no,no,6ind,,no_requiere,"PRE ciego declarado con onces confirmados y motor verificado contra la FICHA MINIMA. CIERRE: rama_abandonada, NO acredita ni desacredita. El partido se resolvio antes del descanso (0-1 al 14, 3-1 al 45) y el objeto del modulo es el tramo final: disciplinas 3 y 29. IE declarado como RANGO 5.20-6.08 por F3 sin dato (disciplina 32) y por eso la celda IE no es un punto: no se publica el punto medio. La caja no cruzo banda pero movia el compuesto de 11.0 a 12.9. LO QUE ACERTO Y NO ES DEL TDE: P2=0 heredando el D3 verde del EFE se valido de forma espectacular -el equipo recibio al 14 y metio tres antes del entretiempo-, y la disciplina de v0.1.14 que prohibe bajar P(gol|fractura) del default por rival poco goleador salvo el unico numero salvable: se publico 55% sobre un equipo que habia vendido a su goleador y que metio cinco. FALLO DE LECTURA DECLARADO: el nueve funcional fue Erustes y el analisis construyo toda su narrativa sobre Cueva como falso nueve leyendo el grafico de alineacion; Cueva salio al 59 y Erustes hizo cuatro. Erustes era ademas un cedido llegado para el Clausura con antecedente goleador en otro club, es decir el perfil literal de FACTOR-X del EFE, y no fue marcado -si lo fueron Cueva, Trauco y Celi, y dos de esos tres participaron del quinto gol. AVISO DE EMISION: la declaracion se escribio despues del pitazo inicial sin ninguna informacion del partido en curso; se marca ciega y PRE y se declara aqui por disciplina 31. Como la fila cierra rama_abandonada, no altera ninguna metrica.",PRE,,,ciega,si - via 1 y via 2 sin escenario,,,rama_abandonada,Garces 14 (0-1) y Erustes 22 (1-1),ninguno - 5-1 cerrado al 64,si
TDE-044,DECLARADO,2026-08-23,Liga 1 Peru Clausura,F6,Cienciano,Sport Boys,V,A,0.500,0.833,0.333,0.667,5.69,55%,68%,55%,20.6%,SOB,75-90 (secundaria ECHADA-FIS 60-75),no,regimen de sobreexposicion del 14 al 45,SOB del 14 al 45 y fractura desde el 45,"si - despues de la sobreexposicion, no antes","si - 55 y 64, fuera del tramo final","22, 31, 45 por sobreexposicion; 55 y 64 con la linea ya partida",perdio 1-5 de visitante; marco al 14 y concedio 5,n/a rama abandonada,"declarada 75-90, regimen real 14-45","si en mecanismo (SOB), SIN CREDITO por rama abandonada","compuerta 1 ACTIVA (P1a=0) sin efecto numerico, promedio del bloque P ya en 0.333; compuerta 2 NO activa (C1=1); compuerta 3 aplicada (P4=0.5)",6.67,52%,45% (35 con rival administrando / 48 sin),si - marco al 14 y no bajo lineas hasta el 45,si - tres goles concedidos por el mismo mecanismo entre el 22 y el 45,6ind,,no_requiere,"PRE ciego declarado con onces confirmados y motor verificado. CIERRE: rama_abandonada, NO acredita ni desacredita. NO SE ECHO: SE EXPUSO Y DESPUES SE ROMPIO. SECUENCIA CONFIRMADA POR EL USUARIO: los tres primeros goles del rival (22, 31, 45) fueron por SOBREEXPOSICION -el equipo marco al 14 y no bajo lineas- y los dos siguientes (55 y 64) ya con la linea partida. Es la primera fila del registro donde las dos vias operan en secuencia dentro del mismo partido. ACIERTO DE TIPO SIN CREDITO: el tipo modal declarado fue SOB y el mecanismo fue SOB. ERROR DE VENTANA: se declaro 75-90 y el regimen corrio del 14 al 45. Origen del error identificado: SOB1 se puntuo 0.5 sobre el supuesto de que la necesidad emergeria tarde, y el equipo se expuso estando en VENTAJA, que es un objeto que el indicador no mide -mide voluntad de exponerse, no incapacidad de dejar de estarlo-. Ver disciplina 44. CONFIGURACION DUAL: IE 5.69 e ISE 6.67. Es el octavo dual del registro y el PRIMERO con se_partio=si; los 7 cerrados previos tenian se_echo=0 y se_partio=0. Ver disciplina 43. ARQUERO-NUEVO activa por rotacion (Falcon por Espinoza): tercera activacion, primera con concesion multiple, sigue sin coeficiente. DISCIPLINA 36 declarada en el output y NO trasladada al numero: se escribio que las siete rotaciones movian el riesgo a coordinacion y el compuesto se dejo en 23.4%. Es la disciplina 33 otra vez, nombrar el mecanismo y no mover la cifra. CANDIDATO OBJETIVO-COBRADO: P3=1 leido como invita a administrar; el club venia de clasificar a cuartos de Sudamericana con record de ingresos y el comportamiento fue desconexion temprana, no administracion. Expulsion de un SUPLENTE al 41, sin representacion en S1. RIESGO DE GOLEADA declarado 8-12% siguiendo la banda base; primer contraejemplo directo de la banda y NO se mueve el numero, cuatro casos de respaldo contra uno en contra.",PRE,,,ciega,no,,,rama_abandonada,"Garces 14 (0-1); Erustes 22, 31 y 45","Celi 64 - con 4-1 previo, no computa por disciplina 29",si
TDE-045,PRE,2026-08-30,Clausura Peru 2026,F7,CD Moquegua,Alianza Atletico,L,B,0.375-0.625 (F1 sin dato),0.333,0.5,0.5,4.17-5.05,0.40,0.28,0.60,0.067,SOB,75-90,no,,"SOB hasta el 68, luego ECHADA-NUM por expulsion",si,no,24;56;61;90+1,1-4 (D),no,"fuera; goles del tramo al 56 y 61, el cuarto al 90+1 en anadido sin casillero (disciplina 23)",si,C2 activada; regla n/a S3 aplicada; C1 y C3 sin tope (pre-v0.1.18),5.0,0.40,0.55 / 0.40,si,si,6ind,,no_requiere,"Cinco de cinco estructural en el checklist y concedio tres goles: sus vallas invictas venian de partidos sin presion (disciplina 48). C3=1 diluido a C=0.333 por dos indicadores de insumo (disciplina 49, tope 0.60 -> IE 5.10-5.98). Septimo error de ventana consecutivo y septimo tardio con partido sin protector declarado (disciplina 50). Perfil de posesion importado de otro partido: cedio 77% en altura, aqui termino 351-300 en pases (disciplina 52).",PRE,,,ciega,no,,"sin cambio: margen mu 0.12 sin corregir y 0.23 corregido, ambos <0.30, P1a=0.5 en los dos casos",normal,24' (empate de Molina),90+1 (Del Castillo),si
